track,track_id,artist,album,release_date,total_tracks
For Her,6VB64hpnpRNqukYsIX76uo,Chris Lane,Girl Problems,2016-08-05,12
Strip It Down,5XFu5S1vBY7sNHlheCapOz,Luke Bryan,Kill The Lights (Deluxe),2015-08-07,16
It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,Billy Currington,Summer Forever,2015-06-02,12
Lego House,5ubHAQtKuFfiG4FXfLP804,Ed Sheeran,+,2011-09-09,16
Bleed It Out,0UFDKFqW2oGspYeYqo9wjA,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,12
Leave Out All The Rest,0sp00HSXkQyqTa6QqM0O8V,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,12
Summit (feat. Ellie Goulding),1SbqxemPdwGlvmirtQVkCU,Skrillex,Bangarang EP,2011-12-27,8
In The End,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Track Version),2000-10-24,15
One Step Closer,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Track Version),2000-10-24,15
The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,19
People Are Crazy,1zAuQNau1L8ItdjYhxeAeq,Billy Currington,Little Bit of Everything,2008-01-01,11
Waiting For The End,01pOtDU5YHWbxuNBzlRUem,Linkin Park,A Thousand Suns,2010-09-13,16
Firestone (feat. Conrad Sewell),1I8tHoNBFTuoJAlh4hfVVE,Kygo,Cloud Nine,2016-05-13,15
New Divide,6Wx88Mv6b9ofjKMKkdwOJd,Various Artists,Transformers: Revenge Of The Fallen The Album,2009-06-12,13
What I've Done,18lR4BzEs7e3qzc0KVkTpU,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,12
Blue Ain't Your Color,6wycnu8FWXsj68ig7BEot9,Keith Urban,Ripcord,2016-05-06,13
Rock N' Roll [Will Take You To The Mountain],2TkoUq8sPXmc4KYzKBiTWT,Skrillex,Scary Monsters and Nice Sprites EP,2010-12-21,9
Fast,2gYiCTytrSRtuaHP1Nac6u,Luke Bryan,Kill The Lights (Deluxe),2015-08-07,16
Must Be Doin' Somethin' Right,57i0MaWyZGlWxEvNUxTMZK,Billy Currington,Best Of,2011-01-01,11
Girlfriend,0wJIFdZTLwl4ZQ6RNLOxQN,Kap G,El Southside,2016-03-12,10
Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,James Arthur,Back from the Edge,2016-10-28,17
Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,O.T. Genasis,Cut It (feat. Young Dolph),2015-09-25,1
Paris,15vzANxN8G9wWfwAJLLMCg,The Chainsmokers,Paris,2017-01-13,1
I Like Tuh (feat. I LOVE MAKONNEN),40OGjP3Q2jcV1JfEKDuOQM,Various Artists,Ultra Dance 17,2016-01-29,24
Mrs. Potato Head,3K1tdhoeE6koNnWgAxEK9Y,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,1
LA Devotee,2fmCA13dwQQOGBIbIOWRiJ,Panic! At The Disco,Death Of A Bachelor,2016-01-15,11
Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,Robin Schulz,SUGAR,2015-09-25,15
Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,Symphony (feat. Zara Larsson),2017-03-16,1
Get Right Witcha,76Y0gxtTxN0FyDCYh5qYQj,Migos,Culture,2017-01-27,13
You & Me,52qH79XktzCUPkN0dlRbUs,Marc E. Bassy,Groovy People,2016-08-05,5
Pull Up (feat. Lil Uzi Vert),6LTsvaebP6V9tJFvZxqi5M,Wiz Khalifa,Pull Up (feat. Lil Uzi Vert),2016-05-25,1
Fantasy - Felix Jaehn Remix,7uyUJMf75GyKKJp9lpNOPJ,Various Artists,Ultra Summer 2 (The Best In Deep and Tropical House),2015-06-29,15
Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,Wisin,Victory,2017-12-01,16
Pierdo la Cabeza - Remix,7dnOGJWp5Mspq4drP0oaxZ,Zion & Lennox,Pierdo la Cabeza (Remix),2015-03-09,1
Vacaciones,1rXojdsUqqxGj2WCmJGWHP,Wisin,Victory,2017-12-01,16
Dreams and Nightmares,42zd6DYQ4o4SECmTITrM1U,Meek Mill,Dreams and Nightmares (Deluxe Version),2012-10-26,16
Good Life (with G-Eazy & Kehlani),1Eck97uRMlprKOOJN9oO1E,G-Eazy,Good Life (with G-Eazy & Kehlani),2017-03-16,1
Distraction,2wSQyp6VzUopSFBinRo1iD,Kehlani,SweetSexySavage (Deluxe),2017-01-27,19
Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,Various Artists,Suicide Squad: The Album,2016-08-05,14
Middle of a Memory,38gZVjeaeR3gcnCzziAxBm,Cole Swindell,You Should Be Here,2016-05-06,12
Gonna,57gS5wJqIH6sbtBIIiioNY,Blake Shelton,BRINGING BACK THE SUNSHINE,2014-09-30,12
Think A Little Less,4JjIIBNoho0V2gZjH4nEzR,Michael Ray,Michael Ray,2015-08-07,12
Needed Me,1Tt4sE4pXi57mTD1GCzsqm,Rihanna,ANTI,2016-01-28,13
Moves,0Fv5N0cHBsl4bzCbollCAS,Big Sean,I Decided.,2017-02-03,14
Panda,275a9yzwGB6ncAW4SxY7q3,Desiigner,Panda,2016-02-26,1
Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,Roy Woods,Exis,2015-07-31,6
Under Pressure,5LME7YULt0enp6UAB8VoDn,Logic,Under Pressure (Deluxe),2014-10-21,15
Rise Up,0tV8pOpiNsKqUys0ilUcXz,Andra Day,Cheers To The Fall,2015-08-28,13
Way Out Here,3E9kjnz0hjlCAaNkpDAJLG,Josh Thompson,Way Out Here,2010-02-22,10
Gorilla,2ih2U8ttFzCjnQ5njF3SrR,Bruno Mars,Unorthodox Jukebox,2012-12-07,10
Young Girls,3G5iN5QBqMeXx3uZPy8tgB,Bruno Mars,Unorthodox Jukebox,2012-12-07,10
If It Means a Lot to You,6J7cSyvSCnPwv3vqHchEfL,A Day To Remember,Homesick,2009,12
#Beautiful,617KSbx52ACbnQBxSsG26X,Mariah Carey,Me. I Am Mariah…The Elusive Chanteuse (Deluxe),2014-05-27,18
Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,Rick Ross,Teflon Don,2010-01-01,11
All Eyes On You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,Meek Mill,Dreams Worth More Than Money,2015-06-29,14
River,3mRLHiSHYtC8Hk7bzZdUs1,Bishop Briggs,Church Of Scars,2018-04-20,10
Young & Gettin' It - feat. Kirko Bangz,6MVdz8I7oYm86MRzZiOZa8,Meek Mill,Dreams and Nightmares (Deluxe Version),2012-10-26,16
Ode To Sleep,773xZHHSHJvC1z3AAtWgH6,Twenty One Pilots,Vessel,2013,12
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,1A8j067qyiNwQnZT0bzUpZ,Kungs,Layers,2016-11-04,12
Guns For Hands,4RdRa3qq0GBSKjomxrkh5K,Twenty One Pilots,Vessel,2013,12
T-Shirt,7KOlJ92bu51cltsD9KU5I7,Migos,Culture,2017-01-27,13
Reminder,37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Starboy,2016-11-25,18
Migraine,4rfaoyaZvNa60cj3OKSQV9,Twenty One Pilots,Vessel,2013,12
Seein' Red,7pxhKtuTwofDIdgHx2DcVK,Dustin Lynch,Current Mood,2017-09-08,13
Work from Home,4tCtwWceOPWzenK2HAIJSb,Fifth Harmony,7/27 (Deluxe),2016-05-27,12
The Hills,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,Beauty Behind The Madness,2015-08-28,14
80s Mercedes,58spuRyMUsjKHQHEGwLC99,Maren Morris,HERO (Deluxe Edition),2017-03-17,14
Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw,Steve Holy,Blue Moon,2000-10-03,12
Kiss You In The Morning,6jRcSR1kOPWJYisvkFfjUV,Michael Ray,Michael Ray,2015-08-07,12
I Get Off,0JKY13K1Io2aqXJb96UyzX,Halestorm,Halestorm (Deluxe),2009-02-25,14
Sippy Cup,2e4jB31WcGsxKL1ByqdZCq,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
Cry Baby,052vSBPxqdmYRDlkSPiavc,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
Comatose,5pRElcsPZrgZXkoON2o5Go,Skillet,Comatose,2006-10-03,11
Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
Drunk On Your Love,1jNNHFZmRGXZFHlil5uhei,Brett Eldredge,Illinois,2015-09-11,12
"In Summer - From ""Frozen""/Soundtrack Version",7bG6SQBGZthPDG5QJL5Gf7,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-01-01,59
Raise Your Glass,12lZTPlXwUtrQuhEty6098,P!nk,Raise Your Glass,2010-10-06,1
Pity Party,3fo6DYGktjENCiagUeU9yH,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
human,1zVhMuH7agsRe6XkljIY4U,Christina Perri,human,2013-11-18,1
Holding On To You,3C3cr2JQwXIhqAHqOardVO,Twenty One Pilots,Vessel,2013,12
House Of Gold,36tghkPg1AO4HsAzo6YpPp,Twenty One Pilots,Vessel,2013,12
Selfish,2xbI8Vmyv3TkpTdywpPyNw,PnB Rock,GTTM: Goin Thru the Motions,2017-01-13,14
Ride,2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Blurryface,2015-05-15,14
She Is Love,2Dz5WpEWA0vhnMmEPYiZ2y,Parachute,Losing Sleep,2009-01-01,11
Money Longer,0B8QzDH7YWih85V5SEMnyJ,Lil Uzi Vert,Lil Uzi Vert Vs. The World,2016-05-27,9
Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Painting Pictures,2017-03-31,18
Kiss Me Slowly,72R0X0h8YaxYNpegeoOl0M,Parachute,The Way It Was,2011-01-01,9
Juju On That Beat (TZ Anthem) - DJ Taj and DJ Flex Remix,6VQ1iGUwAyFugBI73h1iqs,Various Artists,This Is A Challenge,2016-12-16,15
Cake - East & Young Remix,6BOdGGWjwA31cohADkD5LV,Flo Rida,Cake (East & Young Remix),2017-06-02,1
Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,Lil Uzi Vert,Lil Uzi Vert Vs. The World,2016-05-27,9
Chucuchá,6eFrdLR3Np9mtHxKpmipWE,Ilegales,El Sonido,2014-05-19,11
Harlem,573latfTMO7SpGtStVrQx5,New Politics,A Bad Girl In Harlem,2013-05-17,10
A Thousand Years,0E0xI4AgMNU7UkwBt3FCVN,The Piano Guys,The Piano Guys,2013-01-18,16
Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,Justin Bieber,Purpose (Deluxe),2015-11-13,19
We Own It (Fast & Furious),00QyLmjxaSEE8qIZQjBXBj,Various Artists,Fast & Furious 6,2013-01-01,12
Why You Always Hatin?,39hnH8WdPmNT3Q3yzwC9Rg,YG,Still Brazy (Deluxe),2016-06-17,17
Love Don't Change,6PmjWl0phNxc0R5OwkDdiZ,Jeremih,All About You,2010-01-01,11
Work,32lmL4vQAAotg6MrJnhlQZ,Rihanna,ANTI,2016-01-28,13
No Favors,1MksGqIztTT6M9R1ErKVs8,Big Sean,I Decided.,2017-02-03,14
Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,Alessia Cara,Know-It-All (Deluxe),2015-11-13,13
Victorious,6od5hFv9IT5JHc7NEF9HRv,Panic! At The Disco,Death Of A Bachelor,2016-01-15,11
Bake Sale (feat. Travis Scott),0tPShxf8VJUH6RBDEP3tVB,Wiz Khalifa,Bake Sale (feat. Travis Scott),2016-01-22,1
Hello (feat. Dragonette),3sl4dcqSwxHVnLfqwF2jly,Martin Solveig & Dragonette,Hello,2010-12-14,7
Litty (feat. Tory Lanez),5J5PXmMdQ2nh1lZOal8KmK,Meek Mill,DC4,2016-10-28,14
Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,Migos,Culture,2017-01-27,13
Lemme Freak,0egGmGkZ8maYdEYo4RrVsZ,Lil Dicky,Professional Rapper,2015-07-31,20
Message Man,4Oyl6oYSNeeZZP0OAxPVaU,Twenty One Pilots,Blurryface,2015-05-15,14
Professional Rapper (feat. Snoop Dogg),1Ysc1uDZtf430TGavoS1j4,Lil Dicky,Professional Rapper,2015-07-31,20
Count On Me,7l1qvxWjxcKpB9PCtBuTbU,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,10
Roar,6F5c58TMEs1byxUstkzVeM,Katy Perry,PRISM (Deluxe),2013-01-01,16
Take Me Home (feat. Bebe Rexha),2zMXH5k5NZy1Nw460bLvRh,Cash Cash,"Blood, Sweat & 3 Years",2016-06-24,16
Caribou Lou,0I0wn4G67txQwENcmRH3d6,Tech N9ne,Everready,2006,20
Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,Migos,Culture,2017-01-27,13
Death Of A Bachelor,1BECwm5qkaBwlbfo4kpYx8,Panic! At The Disco,Death Of A Bachelor,2016-01-15,11
How Deep Is Your Love - Calvin Harris & R3hab Remix,6rMwYjoFvxKiaEH4If8ZpZ,Calvin Harris,How Deep Is Your Love (Remixes),2015-08-07,4
Hey There,2CWLbhbetnGxB7JnOK3LNJ,DeJ Loaf,#AndSeeThatsTheThing,2015-07-31,6
Like I'm Gonna Lose You (feat. John Legend),3aD8cLO0ZZTLoHwF4pTu8d,Various Artists,Valentine's Day - R&B Love,2018-02-02,30
Chandelier,2s1sdSqGcKxpPr5lCl7jAV,Sia,1000 Forms Of Fear (Deluxe Version),2015-05-01,20
Under Control,4J7CKHCF3mdL4diUsmW8lq,Calvin Harris,Motion,2014-10-31,15
You Never Let Go,1fnYecMkikokccWe2EnPBy,Various Artists,Everlasting God: 25 Modern Worship Favorites,2008-03-11,25
Play That Song,77hjM9bMmgfTGJXv14UFmi,Train,a girl a bottle a boat,2017-01-27,11
Red Opps,3cqZH3cqvfbV8wVbvHyPbG,21 Savage,Red Opps,2016-05-15,1
Cool Kids,13P5rwmk2EsoFRIz9UCeh9,Echosmith,Talking Dreams (Deluxe Version),2013-10-04,14
No Flockin,34oWbFBfGEElvgO0a5c9V4,Kodak Black,No Flockin,2015-11-13,1
OTW,5qi7piHIt9zwTYYBnIvfNZ,DJ Luke Nasty,Highway Music: Stuck In Traffic,2016-05-13,14
Down,5eCkuGPZNl4mISFNPgr3Dd,Marian Hill,ACT ONE,2016-06-24,12
Both (feat. Drake),5tFep7dXGd7vEJ668wTPux,Gucci Mane,The Return of East Atlanta Santa,2016-12-16,13
State Of Grace,5zyCYmiaVE5y26EZuwZbsw,Taylor Swift,Red (Deluxe Edition),2012-01-01,22
Shake It Off,5xTtaWoae3wi06K5WfVUUH,Taylor Swift,1989,2014-10-27,13
Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),2017-04-17,1
Holy Spirit,0VqMBJyeeRA4I6mSPO5uqZ,Francesca Battistelli,If We're Honest (Deluxe Version),2014-04-22,16
Fix My Eyes,7zJg7aNCvTKW9EtG1Dvzkl,for KING & COUNTRY,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),2015-10-22,18
My Beyoncé,12KG3DCYkxoMUAPWq1uFnw,Lil Durk,Lil Durk 2X (Deluxe),2016-07-22,13
All Of The Stars,3Th56VIq2sEaEmPPETu7p5,Ed Sheeran,x (Wembley Edition),2013,24
Que Raro,5ktMRPfjxycm5glSwUKjjV,Various Artists,Bailar Y Gozar,2017-07-28,30
CRZY,6Dwtha2FtZFoMEBh5GR2sq,Kehlani,SweetSexySavage (Deluxe),2017-01-27,19
Wake Up,6BOtDFg6GJm0rPUDuNmx57,Fetty Wap,Wake Up,2016-04-22,1
Rico Suave,6PGYkB4tLbqsYPBZ4gozDI,J Alvarez,Rico Suave,2016-08-13,1
Yeah Boy,2WaOQWSv0D1tZNxyLvnGAI,Kelsea Ballerini,The First Time,2015-05-18,12
Birthday Sex,4NpDZPwSXmL0cCTaJuVrCw,Jeremih,Jeremih,2009-01-01,13
I Know,6rje9f1wRFJDO2iTORw0lH,Big Sean,Dark Sky Paradise,2015-02-24,12
Flexicution,2c8sgbZoEanC3QyFNZxUcA,Logic,Bobby Tarantino,2016-07-01,11
Planez,08zJpaUQVi9FrKv2e32Bah,Jeremih,Late Nights: The Album,2015-12-04,15
Clique,3rbNV2GI8Vtd8byhUtXZID,Kanye West,Clique,2012-01-01,1
I Don't F**k With You,7taXl2C2594pF4gjumrF4W,Big Sean,Dark Sky Paradise (Deluxe),2015-02-24,15
Sorry,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Purpose (Deluxe),2015-11-13,19
oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,Late Nights: The Album,2015-12-04,15
Throw It In The Bag,6c0GmyBsE7mQtrVvxJaWc3,Fabolous,Loso's Way,2009-07-28,16
Confident,5Isz0twJeFdduOQEFQLezv,Justin Bieber,Journals,2014-05-13,15
Alright,0lwkTJnLBVWvEnxtku7Msy,Logic,Under Pressure (Deluxe),2014-10-21,15
What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,Justin Bieber,Purpose (Deluxe),2015-11-13,19
One Man Can Change The World,731Pa6Gt7GAdADATMSEL0N,Big Sean,Dark Sky Paradise,2015-02-24,12
X Gon' Give It To Ya,6uP0XLqjRqFx8HAfesdcAg,DMX,The Best Of DMX,2010-01-01,21
March Madness,6hVGw7yVUd2bpdHMPCWrtN,Future,March Madness,2015-08-31,1
Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,Meghan Trainor,Title (Deluxe),2015-01-09,15
May We All,498ZVInMGDkmmNVpSWqHiZ,Florida Georgia Line,Dig Your Roots,2016-08-26,15
"God, Your Mama, And Me",4VFE6ZNqa8jHAmbYICoAFg,Florida Georgia Line,Dig Your Roots,2016-08-26,15
Party (feat. Usher & Gucci Mane),3u54uJdewwAvXMjOtHZZKs,Various Artists,The RCA-List (Vol. 6),2017-05-26,25
Confession,6IFPfV8PNSYOmufzQ95hmm,Florida Georgia Line,Anything Goes,2014-10-14,12
Call on Me - Ryan Riback Remix,2L6orAlH8tBhiFTumIfMyF,Starley,Call On Me (Remixes),2016-10-18,5
Down In the DM,1LxKKYsJNPeBdOwdudsJzv,Yo Gotti,The Art of Hustle (Deluxe),2016-02-19,15
Ahora Dice,5LVoGJTyG6fLJgoGkY2QAZ,Chris Jeday,Ahora Dice,2017-03-17,1
Say Something,0Eu9OFliLqEK6Tvg59vS5H,Various Artists,"Chillout Pop inc. John Legend, Miley Cyrus & John Mayer",2018-04-06,24
Key to the Streets (feat. Migos & Trouble),23SryQFx36SXmuAj7tXxec,YFN Lucci,Wish Me Well 2,2017-06-09,18
Capsize,2XMTqoHHSH0lvuXrvIEdco,FRENSHIP,Truce - EP,2016-09-02,5
SUBEME LA RADIO,7nKBxz47S9SD79N086fuhn,Enrique Iglesias,SUBEME LA RADIO,2017-02-24,1
All We Know,2rizacJSyD9S1IQUxUxnsK,The Chainsmokers,All We Know,2016-09-29,1
It Won't Stop (feat. Chris Brown),2xRYnHQdLD9ketvC01UYYT,Sevyn Streeter,"Call Me Crazy, But...",2013-12-03,7
DUELE EL CORAZON,6YZdkObH88npeKrrkb8Ggf,Enrique Iglesias,DUELE EL CORAZON,2016-04-18,1
Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),2015-02-17,2
Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,Katy Perry,One Of The Boys,2008-01-01,12
Because Of You,6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,Because Of You,2007-01-01,12
Unconditionally,4fwbGKNExPtPHbor1TBSY4,Katy Perry,PRISM (Deluxe),2013-01-01,16
All Time Low,0SuLAslEMFZAXf0SwY7syi,Jon Bellion,The Human Condition,2016-06-10,14
Forever Country,3WWVDPjihd1VITBLF10nha,"Artists Of Then, Now & Forever",Forever Country,2016-09-16,1
How To Be A Heartbreaker,2Ow4Pmi0VOOLvbmJ8V70qo,Marina and the Diamonds,Electra Heart (Deluxe),2012-04-30,16
Primadonna,5tFMuAw6X2R4NLx97g7n9q,Marina and the Diamonds,Electra Heart (Deluxe),2012-04-30,16
Angels Fall,2D9BrlpeyjXF0vli2dYQ5V,Breaking Benjamin,Dark Before Dawn,2015-06-23,12
"Rotten to the Core - From ""Descendants""/Soundtrack Version",145XpN8txrR1So9dS1Ph19,Various Artists,Your Favorite Songs from 100 Disney Channel Original Movies,2016-05-20,13
Trust In You,4908mwb34dqgcaxHeFjitw,Lauren Daigle,How Can It Be,2015-04-14,12
Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,Shakira,El Dorado,2017-05-26,13
A.D.H.D,2MYl0er3UZ1RlKwRb5LODh,Kendrick Lamar,Section.80,2011-07-02,16
Wicked,6BbINUfGabVyiNFJpQXn3x,Future,EVOL,2016-04-13,12
Touch The Sky,58yhHre6kOePZPD15hZWgP,Hillsong United,Empires,2015-05-26,12
Chained To The Rhythm,7qvxFz3JodM0A7xEM7k3YD,Katy Perry,Witness (Deluxe),2017-06-09,17
Riptide,3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,15
Different For Girls,5HJId22hZ2IvFnvNSy6ZbE,Dierks Bentley,Black,2016-06-10,13
Black,2lFtnEmkIPm2ClN55e2chV,Dierks Bentley,Black,2016-06-10,13
through the late night,1Ci4wASMY4xtKVMeHA6Sd5,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,14
Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Illuminate,2017-04-20,13
Have Faith In Me,5D25Vmd458UZ6n27g76d3l,A Day To Remember,Homesick,2009,12
Colors,1TnUURhehaoMWKAqQtirm6,Halsey,BADLANDS,2015-08-28,11
Idfc,6y6jbcPG4Yn3Du4moXaenr,Blackbear,Deadroses,2015-02-14,10
Perfect Strangers,1Te8WIfLudxjHTr66BL0JK,Jonas Blue,Perfect Strangers,2016-06-03,1
Cien,4icWKp3UtiqeuHmWvNfhNT,CNCO,Primera Cita,2016-08-26,14
Blow a Bag,6ycYqFnXnjMOwMvEMbEpUk,Future,DS2 (Deluxe),2015-07-17,19
F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,Future,DS2 (Deluxe),2015-07-17,19
Antidote,1wHZx0LgzFHyeIZkUydNXq,Travis Scott,Rodeo (Deluxe),2015-09-04,16
Para Enamorarte,3B21fRFqPLmTd9zAlK0I8A,CNCO,Primera Cita,2016-08-26,14
Used to This (feat. Drake),4etcWRIqU3xEhXz4UBPtXd,Various Artists,EPIC LIT,2017-02-24,19
Quisiera,4iPV0gcc8keTFl6qxqP73M,CNCO,Primera Cita,2016-08-26,14
Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,CNCO,Primera Cita,2016-08-26,14
Fine By Me,4wTChU0tU44TAMC0xcQizi,Andy Grammer,Andy Grammer,2011-06-14,11
Tan Fácil,1TxgZRcy3kZ7JaEp88MDbC,CNCO,Primera Cita,2016-08-26,14
Hymn For The Weekend,3RiPr603aXAoi4GHyXx0uy,Coldplay,A Head Full Of Dreams,2015-12-04,11
Out Of My League,5qEn8c0MBzyRKgQq91Vevi,Fitz and The Tantrums,Out Of My League,2013-02-08,1
Llorar Lloviendo,3QeU2rcc5buv0B9VA0gRKH,Toby Love,Love Is Back,2008-07-21,16
Tengo un Amor,5q9ZLBQHuaQd8juV2MtYzc,Toby Love,Mis Favoritas,2012-03-19,14
Too Many Years (feat. PnB Rock) - Baauer Rewind,3BiV4P63BaAXmd3c0dE4qU,Kodak Black,Too Many Years (feat. PnB Rock) [Baauer Rewind],2017-03-03,1
Kno One,3Ec6M3rgVtxrA4V3YHWz0v,Kevin Gates,Islah (Deluxe),2016-01-29,17
Let Her Go,6GmUVqe73u5YRfUUynZK6I,Passenger,All the Little Lights,2012-06-29,16
All The Way Up,61QSuw5VlC0LTS8WMO356g,Fat Joe,All The Way Up (feat. French Montana & Infared) - Single,2016-03-02,1
La Gozadera,0OMRAvrtLWE2TvcXorRiB9,Gente De Zona,Visualízate,2016-04-22,13
Obsesionado,5Jt4zdXTd9y1zxihiNYQI1,Farruko,Visionary,2015-10-23,14
Sunset,2yDaWqECegHdiFOuez5gdO,Farruko,Visionary,2015-10-23,14
The Body (feat. Jeremih),4JSzFJGovBcmr2y1sj7SR7,Wale,The Body (feat. Jeremih),2014-09-09,1
Chillax,1lxswgIpzV6HhENRvkflES,Farruko,Visionary,2015-10-23,14
Blood,27ce3PuoDdndLsktG0RvfV,In This Moment,Rise of the Blood Legion- The Best of (Chapter 1),2015-05-05,18
Soap,03f7xZmt2wHCIDJBFPK8G4,Melanie Martinez,Cry Baby (Deluxe),2015-08-14,16
Te Quiero Pa´Mi,2rXZir7PFYmCw93pK3iVaW,Don Omar,King Of Kings 10th Anniversary (Remastered),2016-11-11,19
Una En Un Millón,6thg9w8KTc9RvMWK8jnxNW,Alexis y Fido,Una En Un Millón,2018-01-12,1
Break Every Chain - Live,2cut7Izp9DLQ26dP8HQ1fE,Tasha Cobbs Leonard,Grace (Live/Deluxe),2013-02-01,10
The Proof of Your Love,5pNavG44Qct8Vm5vQDDxYF,for KING & COUNTRY,Crave,2012-02-28,11
Qué Gano Olvidándote - Versión Urbana,3H179O48ynsu9q8LOnFQZY,Reik,Qué Gano Olvidándote (Versión Urbana),2016-11-11,1
Ya Me Enteré,0lPXFrKyl8HkdQ2E6NmNja,Reik,Des/Amor,2016-06-17,11
Lockjaw (feat. Kodak Black),7tEiiV6tNhP8m5ylVD4RXd,Various Artists,EPIC AF,2016-07-17,15
Love Sosa,4IowQDUOzUvNtp72HMDcKO,Chief Keef,Finally Rich (Deluxe),2012-01-01,15
Ride,1CI6YgwwNq3VfhgxPuEpE6,SoMo,SoMo,2014-01-01,11
Addicted To My Ex,5NuhZIx47GxB5DAXg8jWHN,M City JR,Addicted To My Ex,2016-06-24,1
Stronger - Album Version With Cold Ending; What If We Were Real Album Version,0LjgvrBY5f4QFLvCicT1NJ,Mandisa,What If We Were Real,2011-01-01,11
That Way (feat. Jeremih & Rick Ross),7FAXe9lI8vzAJYgYv2xoSC,Wale,Ambition,2011-10-28,17
Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN,Cherub,Year of the Caprese,2014,12
I Don't Like,2ikkgfIIM9kGKZCXzXnTpj,Chief Keef,Finally Rich (Deluxe),2012-01-01,15
Do You Mind,4VJ7mnW4wjjIgPBM6KWvPu,DJ Khaled,Major Key,2016-08-05,14
Try Everything,1N3dZ7TTWO6VcD4Y3hHYLZ,Michael Giacchino,Zootopia (Original Motion Picture Soundtrack),2016-02-12,22
Million Reasons,7dZ1Odmx9jWIweQSatnRqo,Lady Gaga,Joanne (Deluxe),2016-10-21,14
Somebody Else,5hc71nKsUgtwQ3z52KEKQk,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,17
All I Want,2PwXOevGUSkU8qaYZjgLq2,Kodaline,In A Perfect World,2013-10-08,11
Greater,6eFGvG8mkvZJjhPx9wMZGc,MercyMe,Welcome to the New,2014-04-08,10
